:ID(Flight),flight_number,aircraft_id,operator,origin,destination,scheduled_departure,scheduled_arrival
FL00599,NO613,AC1020,NorthernJet,BOS,LAX,2024-08-01T05:00:00,2024-08-01T10:42:00
FL00600,NO532,AC1004,NorthernJet,MSP,PHX,2024-08-17T03:00:00,2024-08-17T06:00:00
FL00601,SK240,AC1006,SkyWays,MSP,MIA,2024-07-27T21:00:00,2024-07-28T00:34:00
FL00602,SK104,AC1014,SkyWays,SFO,SEA,2024-09-19T06:00:00,2024-09-19T09:01:00
FL00603,RE426,AC1015,RegionalCo,DEN,PHX,2024-08-22T17:00:00,2024-08-22T20:39:00
FL00604,SK482,AC1014,SkyWays,PHX,SFO,2024-08-26T10:00:00,2024-08-26T14:39:00
FL00605,RE709,AC1011,RegionalCo,LAX,PHX,2024-07-20T06:00:00,2024-07-20T11:51:00
FL00606,RE532,AC1007,RegionalCo,SFO,BOS,2024-07-29T07:00:00,2024-07-29T10:39:00
FL00607,RE810,AC1015,RegionalCo,DEN,SFO,2024-08-26T14:00:00,2024-08-26T18:22:00
FL00608,NO858,AC1020,NorthernJet,LAX,ATL,2024-08-08T23:00:00,2024-08-09T04:50:00
FL00609,EX672,AC1013,ExampleAir,DFW,PHX,2024-08-12T07:00:00,2024-08-12T09:31:00
FL00610,EX342,AC1017,ExampleAir,LAX,MSP,2024-07-16T03:00:00,2024-07-16T05:32:00
FL00611,SK325,AC1010,SkyWays,LAX,ATL,2024-07-20T08:00:00,2024-07-20T11:18:00
FL00612,SK513,AC1014,SkyWays,ATL,DEN,2024-09-15T09:00:00,2024-09-15T12:31:00
FL00613,SK318,AC1002,SkyWays,ATL,MIA,2024-09-12T22:00:00,2024-09-13T03:44:00
FL00614,SK156,AC1010,SkyWays,DEN,MSP,2024-08-14T20:00:00,2024-08-14T23:04:00
FL00615,RE834,AC1015,RegionalCo,MIA,MSP,2024-07-18T01:00:00,2024-07-18T05:18:00
FL00616,NO439,AC1004,NorthernJet,JFK,BOS,2024-09-22T11:00:00,2024-09-22T12:55:00
FL00617,SK857,AC1010,SkyWays,JFK,SFO,2024-09-16T03:00:00,2024-09-16T08:06:00
FL00618,EX608,AC1013,ExampleAir,ATL,MSP,2024-07-07T02:00:00,2024-07-07T06:44:00
FL00619,SK328,AC1018,SkyWays,BOS,SEA,2024-07-09T14:00:00,2024-07-09T18:21:00
FL00620,RE204,AC1003,RegionalCo,ORD,ATL,2024-07-17T17:00:00,2024-07-17T18:58:00
FL00621,RE812,AC1011,RegionalCo,ORD,LAX,2024-07-09T23:00:00,2024-07-10T04:07:00
FL00622,EX426,AC1009,ExampleAir,LAX,BOS,2024-09-12T17:00:00,2024-09-12T22:07:00
FL00623,RE177,AC1011,RegionalCo,DFW,ATL,2024-07-15T20:00:00,2024-07-16T01:46:00
FL00624,EX735,AC1005,ExampleAir,SEA,MIA,2024-09-29T07:00:00,2024-09-29T10:57:00
FL00625,SK427,AC1018,SkyWays,SFO,DFW,2024-07-10T11:00:00,2024-07-10T14:45:00
FL00626,SK786,AC1006,SkyWays,JFK,SEA,2024-08-16T14:00:00,2024-08-16T16:06:00
FL00627,RE991,AC1011,RegionalCo,ATL,PHX,2024-08-25T11:00:00,2024-08-25T14:50:00
FL00628,RE863,AC1019,RegionalCo,JFK,SFO,2024-08-22T10:00:00,2024-08-22T13:41:00
FL00629,RE479,AC1015,RegionalCo,PHX,MSP,2024-08-05T11:00:00,2024-08-05T13:45:00
FL00630,RE539,AC1011,RegionalCo,MSP,LAX,2024-09-03T20:00:00,2024-09-03T23:54:00
FL00631,RE965,AC1015,RegionalCo,SEA,PHX,2024-09-07T01:00:00,2024-09-07T03:36:00
FL00632,EX219,AC1013,ExampleAir,DEN,PHX,2024-09-07T15:00:00,2024-09-07T16:50:00
FL00633,RE900,AC1003,RegionalCo,PHX,DEN,2024-08-09T11:00:00,2024-08-09T15:54:00
FL00634,SK398,AC1014,SkyWays,ATL,PHX,2024-07-23T22:00:00,2024-07-24T01:09:00
FL00635,RE220,AC1015,RegionalCo,JFK,DFW,2024-08-08T06:00:00,2024-08-08T11:41:00
FL00636,RE852,AC1015,RegionalCo,MIA,LAX,2024-07-24T23:00:00,2024-07-25T02:42:00
FL00637,RE603,AC1007,RegionalCo,MSP,PHX,2024-09-27T00:00:00,2024-09-27T04:16:00
FL00638,RE690,AC1007,RegionalCo,JFK,LAX,2024-07-02T05:00:00,2024-07-02T08:09:00
FL00639,NO354,AC1012,NorthernJet,BOS,LAX,2024-08-02T17:00:00,2024-08-02T21:48:00
FL00640,RE254,AC1007,RegionalCo,SEA,DEN,2024-07-11T19:00:00,2024-07-11T21:15:00
FL00641,NO778,AC1004,NorthernJet,PHX,DFW,2024-07-22T10:00:00,2024-07-22T15:47:00
FL00642,EX291,AC1005,ExampleAir,DFW,SEA,2024-09-14T19:00:00,2024-09-14T23:10:00
FL00643,SK840,AC1014,SkyWays,LAX,ATL,2024-09-20T23:00:00,2024-09-21T01:24:00
FL00644,SK963,AC1018,SkyWays,BOS,DEN,2024-09-29T07:00:00,2024-09-29T10:03:00
FL00645,RE123,AC1011,RegionalCo,SFO,MSP,2024-09-17T02:00:00,2024-09-17T07:04:00
FL00646,EX115,AC1013,ExampleAir,MSP,MIA,2024-08-15T06:00:00,2024-08-15T07:37:00
FL00647,EX105,AC1009,ExampleAir,SEA,MSP,2024-08-18T13:00:00,2024-08-18T17:13:00
FL00648,NO681,AC1012,NorthernJet,JFK,BOS,2024-09-04T08:00:00,2024-09-04T12:03:00
FL00649,EX166,AC1013,ExampleAir,LAX,SEA,2024-08-21T14:00:00,2024-08-21T19:49:00
FL00650,EX357,AC1005,ExampleAir,PHX,ATL,2024-07-02T08:00:00,2024-07-02T12:47:00
FL00651,RE115,AC1019,RegionalCo,MIA,DEN,2024-07-17T11:00:00,2024-07-17T12:48:00
FL00652,EX112,AC1013,ExampleAir,MSP,MIA,2024-09-03T12:00:00,2024-09-03T16:58:00
FL00653,SK650,AC1014,SkyWays,LAX,SFO,2024-08-24T13:00:00,2024-08-24T16:25:00
FL00654,EX275,AC1001,ExampleAir,JFK,DEN,2024-07-10T13:00:00,2024-07-10T16:26:00
FL00655,NO174,AC1004,NorthernJet,ORD,PHX,2024-09-04T20:00:00,2024-09-04T23:21:00
FL00656,SK119,AC1010,SkyWays,JFK,PHX,2024-07-24T19:00:00,2024-07-25T00:02:00
FL00657,RE455,AC1011,RegionalCo,DFW,BOS,2024-08-14T00:00:00,2024-08-14T01:43:00
FL00658,SK120,AC1018,SkyWays,SFO,PHX,2024-07-16T19:00:00,2024-07-16T23:19:00
FL00659,EX538,AC1013,ExampleAir,ORD,JFK,2024-07-30T16:00:00,2024-07-30T17:57:00
FL00660,EX841,AC1001,ExampleAir,PHX,DFW,2024-07-29T10:00:00,2024-07-29T12:16:00
FL00661,SK406,AC1006,SkyWays,LAX,BOS,2024-07-28T11:00:00,2024-07-28T12:44:00
FL00662,RE358,AC1011,RegionalCo,SEA,ORD,2024-09-08T07:00:00,2024-09-08T10:57:00
FL00663,NO709,AC1020,NorthernJet,DFW,DEN,2024-07-31T10:00:00,2024-07-31T15:32:00
FL00664,NO478,AC1008,NorthernJet,BOS,JFK,2024-09-01T07:00:00,2024-09-01T08:35:00
FL00665,SK381,AC1006,SkyWays,SEA,MSP,2024-07-05T07:00:00,2024-07-05T11:41:00
FL00666,SK226,AC1010,SkyWays,LAX,DFW,2024-08-02T03:00:00,2024-08-02T08:04:00
FL00667,NO739,AC1016,NorthernJet,JFK,LAX,2024-09-03T15:00:00,2024-09-03T19:34:00
FL00668,SK290,AC1006,SkyWays,BOS,MIA,2024-09-07T23:00:00,2024-09-08T01:05:00
FL00669,RE421,AC1003,RegionalCo,SEA,BOS,2024-09-25T19:00:00,2024-09-25T20:32:00
FL00670,RE717,AC1019,RegionalCo,SFO,MIA,2024-07-16T17:00:00,2024-07-16T21:30:00
FL00671,EX937,AC1001,ExampleAir,MIA,BOS,2024-09-17T13:00:00,2024-09-17T15:31:00
FL00672,RE997,AC1011,RegionalCo,SEA,DEN,2024-07-19T09:00:00,2024-07-19T10:38:00
FL00673,SK507,AC1018,SkyWays,JFK,SFO,2024-08-20T16:00:00,2024-08-20T19:14:00
FL00674,NO732,AC1016,NorthernJet,MSP,JFK,2024-09-25T05:00:00,2024-09-25T06:36:00
FL00675,RE377,AC1011,RegionalCo,SEA,MIA,2024-08-03T00:00:00,2024-08-03T02:35:00
FL00676,NO555,AC1016,NorthernJet,ORD,DFW,2024-08-01T16:00:00,2024-08-01T18:36:00
FL00677,SK393,AC1014,SkyWays,SEA,ORD,2024-07-25T19:00:00,2024-07-25T23:53:00
FL00678,SK642,AC1018,SkyWays,DEN,SEA,2024-08-23T12:00:00,2024-08-23T14:46:00
FL00679,NO832,AC1008,NorthernJet,DFW,ORD,2024-07-02T09:00:00,2024-07-02T13:15:00
FL00680,SK581,AC1010,SkyWays,BOS,SFO,2024-09-17T15:00:00,2024-09-17T18:34:00
FL00681,EX433,AC1001,ExampleAir,MSP,DFW,2024-08-04T03:00:00,2024-08-04T07:20:00
FL00682,NO470,AC1016,NorthernJet,MSP,ATL,2024-08-30T14:00:00,2024-08-30T16:45:00
FL00683,SK726,AC1002,SkyWays,DEN,JFK,2024-09-25T16:00:00,2024-09-25T19:58:00
FL00684,RE454,AC1019,RegionalCo,SEA,DFW,2024-09-07T21:00:00,2024-09-08T00:02:00
FL00685,SK341,AC1002,SkyWays,BOS,DFW,2024-08-08T17:00:00,2024-08-08T22:24:00
FL00686,RE430,AC1007,RegionalCo,BOS,SEA,2024-07-19T06:00:00,2024-07-19T08:53:00
FL00687,NO645,AC1008,NorthernJet,LAX,DFW,2024-08-31T06:00:00,2024-08-31T08:51:00
FL00688,RE389,AC1003,RegionalCo,LAX,ORD,2024-08-19T18:00:00,2024-08-19T23:40:00
FL00689,RE406,AC1007,RegionalCo,MSP,MIA,2024-08-15T19:00:00,2024-08-15T21:53:00
FL00690,EX192,AC1001,ExampleAir,ORD,SFO,2024-08-29T00:00:00,2024-08-29T01:46:00
FL00691,EX263,AC1017,ExampleAir,BOS,LAX,2024-08-29T20:00:00,2024-08-29T23:26:00
FL00692,NO379,AC1012,NorthernJet,LAX,DFW,2024-07-22T05:00:00,2024-07-22T07:04:00
FL00693,RE276,AC1003,RegionalCo,ATL,JFK,2024-09-07T22:00:00,2024-09-07T23:44:00
FL00694,RE477,AC1019,RegionalCo,DFW,JFK,2024-09-12T03:00:00,2024-09-12T05:08:00
FL00695,SK786,AC1018,SkyWays,ATL,BOS,2024-07-09T04:00:00,2024-07-09T08:08:00
FL00696,NO496,AC1012,NorthernJet,PHX,BOS,2024-09-19T08:00:00,2024-09-19T13:37:00
FL00697,SK612,AC1018,SkyWays,SFO,DEN,2024-07-20T10:00:00,2024-07-20T11:44:00
FL00698,NO289,AC1008,NorthernJet,ORD,SEA,2024-09-21T03:00:00,2024-09-21T04:42:00
FL00699,RE210,AC1007,RegionalCo,LAX,ATL,2024-09-07T22:00:00,2024-09-07T23:57:00
FL00700,RE812,AC1015,RegionalCo,ORD,PHX,2024-09-14T22:00:00,2024-09-15T03:25:00
FL00701,SK528,AC1010,SkyWays,DEN,LAX,2024-09-18T13:00:00,2024-09-18T18:03:00
FL00702,EX879,AC1001,ExampleAir,PHX,MSP,2024-07-11T09:00:00,2024-07-11T12:34:00
FL00703,EX440,AC1005,ExampleAir,LAX,DEN,2024-09-01T21:00:00,2024-09-02T02:05:00
FL00704,RE480,AC1007,RegionalCo,ORD,MIA,2024-07-24T02:00:00,2024-07-24T05:11:00
FL00705,SK790,AC1010,SkyWays,JFK,BOS,2024-08-28T04:00:00,2024-08-28T09:24:00
FL00706,SK398,AC1014,SkyWays,PHX,DFW,2024-08-11T07:00:00,2024-08-11T12:32:00
FL00707,SK956,AC1018,SkyWays,PHX,SEA,2024-07-06T10:00:00,2024-07-06T12:13:00
FL00708,SK611,AC1018,SkyWays,DEN,BOS,2024-09-12T23:00:00,2024-09-13T03:59:00
FL00709,RE247,AC1015,RegionalCo,JFK,DEN,2024-08-19T22:00:00,2024-08-20T03:22:00
FL00710,NO133,AC1004,NorthernJet,MIA,LAX,2024-08-05T17:00:00,2024-08-05T20:20:00
FL00711,EX358,AC1017,ExampleAir,SEA,MSP,2024-07-07T22:00:00,2024-07-08T03:32:00
FL00712,NO444,AC1020,NorthernJet,DFW,SFO,2024-09-08T22:00:00,2024-09-09T02:28:00
FL00713,NO230,AC1012,NorthernJet,LAX,SFO,2024-08-15T11:00:00,2024-08-15T14:43:00
FL00714,SK275,AC1014,SkyWays,BOS,LAX,2024-09-22T04:00:00,2024-09-22T09:23:00
FL00715,SK976,AC1002,SkyWays,MSP,SEA,2024-07-13T18:00:00,2024-07-13T22:41:00
FL00716,EX259,AC1017,ExampleAir,LAX,DEN,2024-09-26T10:00:00,2024-09-26T14:02:00
FL00717,RE314,AC1007,RegionalCo,ORD,DFW,2024-08-22T07:00:00,2024-08-22T10:35:00
FL00718,EX192,AC1013,ExampleAir,ATL,PHX,2024-07-06T04:00:00,2024-07-06T08:55:00
FL00719,SK599,AC1018,SkyWays,DFW,DEN,2024-09-24T18:00:00,2024-09-24T22:40:00
FL00720,RE546,AC1011,RegionalCo,MSP,ORD,2024-08-01T02:00:00,2024-08-01T04:53:00
FL00721,RE183,AC1003,RegionalCo,MIA,PHX,2024-09-26T03:00:00,2024-09-26T07:57:00
FL00722,RE266,AC1007,RegionalCo,DFW,DEN,2024-09-20T19:00:00,2024-09-20T20:51:00
FL00723,EX198,AC1017,ExampleAir,SEA,MIA,2024-08-28T23:00:00,2024-08-29T04:35:00
FL00724,SK705,AC1018,SkyWays,DFW,SFO,2024-09-15T06:00:00,2024-09-15T09:05:00
FL00725,NO435,AC1016,NorthernJet,MIA,BOS,2024-07-23T09:00:00,2024-07-23T14:18:00
FL00726,NO323,AC1012,NorthernJet,SEA,MIA,2024-08-15T02:00:00,2024-08-15T06:11:00
FL00727,SK369,AC1002,SkyWays,ATL,PHX,2024-08-23T10:00:00,2024-08-23T12:25:00
FL00728,SK877,AC1010,SkyWays,LAX,JFK,2024-07-28T15:00:00,2024-07-28T17:51:00
FL00729,SK721,AC1002,SkyWays,JFK,MSP,2024-09-14T03:00:00,2024-09-14T08:37:00
FL00730,EX587,AC1001,ExampleAir,DEN,LAX,2024-09-25T14:00:00,2024-09-25T16:14:00
FL00731,SK186,AC1018,SkyWays,BOS,SEA,2024-07-06T02:00:00,2024-07-06T06:51:00
FL00732,EX485,AC1005,ExampleAir,LAX,BOS,2024-08-28T04:00:00,2024-08-28T09:06:00
FL00733,EX480,AC1013,ExampleAir,JFK,PHX,2024-09-07T10:00:00,2024-09-07T13:22:00
FL00734,SK991,AC1014,SkyWays,JFK,MIA,2024-09-24T21:00:00,2024-09-25T01:54:00
FL00735,NO766,AC1020,NorthernJet,MSP,SEA,2024-08-23T04:00:00,2024-08-23T09:28:00
FL00736,NO119,AC1012,NorthernJet,ATL,MSP,2024-09-03T03:00:00,2024-09-03T06:00:00
FL00737,EX473,AC1001,ExampleAir,LAX,ATL,2024-08-20T22:00:00,2024-08-21T03:45:00
FL00738,SK697,AC1002,SkyWays,LAX,PHX,2024-07-16T10:00:00,2024-07-16T14:01:00
FL00739,RE583,AC1007,RegionalCo,ORD,ATL,2024-09-10T08:00:00,2024-09-10T10:39:00
FL00740,SK898,AC1006,SkyWays,MSP,MIA,2024-08-07T18:00:00,2024-08-07T23:48:00
FL00741,EX311,AC1009,ExampleAir,PHX,BOS,2024-07-23T03:00:00,2024-07-23T07:58:00
FL00742,RE660,AC1007,RegionalCo,ORD,DEN,2024-07-21T05:00:00,2024-07-21T10:07:00
FL00743,NO246,AC1016,NorthernJet,BOS,SEA,2024-08-06T01:00:00,2024-08-06T05:47:00
FL00744,EX585,AC1017,ExampleAir,LAX,JFK,2024-08-01T15:00:00,2024-08-01T19:49:00
FL00745,SK476,AC1018,SkyWays,BOS,DFW,2024-08-09T21:00:00,2024-08-10T01:34:00
FL00746,SK255,AC1010,SkyWays,LAX,MIA,2024-08-03T03:00:00,2024-08-03T04:34:00
FL00747,NO925,AC1020,NorthernJet,DFW,DEN,2024-07-02T11:00:00,2024-07-02T14:46:00
FL00748,SK948,AC1014,SkyWays,ATL,ORD,2024-09-17T12:00:00,2024-09-17T14:18:00
FL00749,SK357,AC1002,SkyWays,SEA,ORD,2024-08-07T09:00:00,2024-08-07T14:24:00
FL00750,EX471,AC1017,ExampleAir,ORD,PHX,2024-09-02T05:00:00,2024-09-02T08:34:00
FL00751,SK574,AC1014,SkyWays,LAX,SFO,2024-07-30T19:00:00,2024-07-30T23:37:00
FL00752,SK335,AC1006,SkyWays,SEA,MIA,2024-09-10T02:00:00,2024-09-10T07:51:00
FL00753,RE526,AC1007,RegionalCo,MIA,MSP,2024-09-27T23:00:00,2024-09-28T03:31:00
FL00754,EX272,AC1017,ExampleAir,JFK,PHX,2024-09-01T02:00:00,2024-09-01T05:24:00
FL00755,EX538,AC1009,ExampleAir,JFK,SEA,2024-08-09T17:00:00,2024-08-09T20:59:00
FL00756,SK715,AC1002,SkyWays,LAX,ATL,2024-07-08T08:00:00,2024-07-08T13:19:00
FL00757,RE455,AC1011,RegionalCo,ATL,SFO,2024-09-04T17:00:00,2024-09-04T21:45:00
FL00758,NO735,AC1004,NorthernJet,DEN,MIA,2024-09-16T07:00:00,2024-09-16T12:01:00
FL00759,NO395,AC1008,NorthernJet,ATL,DEN,2024-08-18T10:00:00,2024-08-18T12:37:00
FL00760,SK997,AC1010,SkyWays,JFK,ORD,2024-08-17T16:00:00,2024-08-17T18:12:00
FL00761,NO296,AC1016,NorthernJet,JFK,PHX,2024-07-24T11:00:00,2024-07-24T13:12:00
FL00762,EX516,AC1001,ExampleAir,DFW,SFO,2024-08-13T17:00:00,2024-08-13T19:52:00
FL00763,NO949,AC1004,NorthernJet,ORD,DFW,2024-08-21T04:00:00,2024-08-21T05:38:00
FL00764,NO785,AC1020,NorthernJet,SEA,ATL,2024-07-10T01:00:00,2024-07-10T06:52:00
FL00765,RE786,AC1011,RegionalCo,SEA,BOS,2024-09-24T11:00:00,2024-09-24T14:49:00
FL00766,SK331,AC1010,SkyWays,MSP,LAX,2024-09-06T11:00:00,2024-09-06T15:38:00
FL00767,SK615,AC1006,SkyWays,LAX,MSP,2024-08-20T11:00:00,2024-08-20T14:36:00
FL00768,NO571,AC1004,NorthernJet,SFO,BOS,2024-07-31T10:00:00,2024-07-31T12:06:00
FL00769,RE850,AC1011,RegionalCo,ORD,DEN,2024-07-23T11:00:00,2024-07-23T16:42:00
FL00770,SK860,AC1014,SkyWays,DEN,MSP,2024-07-18T21:00:00,2024-07-18T22:53:00
FL00771,RE115,AC1003,RegionalCo,DEN,SFO,2024-09-22T10:00:00,2024-09-22T14:28:00
FL00772,NO725,AC1004,NorthernJet,DEN,PHX,2024-07-26T01:00:00,2024-07-26T04:33:00
FL00773,EX633,AC1013,ExampleAir,ATL,PHX,2024-08-16T10:00:00,2024-08-16T13:57:00
FL00774,NO733,AC1016,NorthernJet,MIA,SFO,2024-08-03T00:00:00,2024-08-03T01:33:00
FL00775,SK536,AC1014,SkyWays,JFK,ORD,2024-07-04T11:00:00,2024-07-04T16:55:00
FL00776,SK133,AC1014,SkyWays,DFW,BOS,2024-08-15T01:00:00,2024-08-15T06:46:00
FL00777,NO665,AC1008,NorthernJet,MSP,SEA,2024-08-22T04:00:00,2024-08-22T06:02:00
FL00778,SK822,AC1014,SkyWays,ATL,SEA,2024-08-11T08:00:00,2024-08-11T11:22:00
FL00779,NO361,AC1016,NorthernJet,SFO,DEN,2024-08-15T14:00:00,2024-08-15T16:58:00
FL00780,SK580,AC1010,SkyWays,PHX,BOS,2024-08-20T14:00:00,2024-08-20T17:57:00
FL00781,NO522,AC1016,NorthernJet,MIA,SEA,2024-07-16T11:00:00,2024-07-16T13:09:00
FL00782,NO423,AC1008,NorthernJet,DEN,LAX,2024-09-04T14:00:00,2024-09-04T17:01:00
FL00783,NO661,AC1020,NorthernJet,SFO,DEN,2024-09-03T23:00:00,2024-09-04T01:27:00
FL00784,SK538,AC1006,SkyWays,SFO,BOS,2024-07-19T03:00:00,2024-07-19T05:31:00
FL00785,EX833,AC1001,ExampleAir,MIA,DEN,2024-08-30T22:00:00,2024-08-30T23:35:00
FL00786,RE393,AC1019,RegionalCo,PHX,SFO,2024-08-17T06:00:00,2024-08-17T09:34:00
FL00787,NO331,AC1012,NorthernJet,PHX,BOS,2024-07-29T10:00:00,2024-07-29T12:43:00
FL00788,RE834,AC1019,RegionalCo,BOS,SFO,2024-09-08T02:00:00,2024-09-08T04:13:00
FL00789,EX115,AC1001,ExampleAir,MIA,SFO,2024-07-13T02:00:00,2024-07-13T06:36:00
FL00790,SK370,AC1002,SkyWays,BOS,DEN,2024-08-06T04:00:00,2024-08-06T08:19:00
FL00791,RE805,AC1007,RegionalCo,ATL,DEN,2024-07-22T10:00:00,2024-07-22T13:49:00
FL00792,NO571,AC1020,NorthernJet,DEN,LAX,2024-07-10T18:00:00,2024-07-10T21:46:00
FL00793,SK320,AC1010,SkyWays,ATL,MSP,2024-09-18T10:00:00,2024-09-18T13:22:00
FL00794,RE394,AC1015,RegionalCo,SFO,MIA,2024-07-29T11:00:00,2024-07-29T14:55:00
FL00795,NO858,AC1020,NorthernJet,LAX,DFW,2024-07-27T03:00:00,2024-07-27T06:05:00
FL00796,RE146,AC1007,RegionalCo,DFW,BOS,2024-09-24T17:00:00,2024-09-24T18:58:00
FL00797,RE310,AC1011,RegionalCo,JFK,MSP,2024-09-26T04:00:00,2024-09-26T06:03:00
FL00798,SK468,AC1010,SkyWays,DFW,BOS,2024-09-03T02:00:00,2024-09-03T05:40:00
FL00799,SK926,AC1010,SkyWays,MIA,SEA,2024-09-12T18:00:00,2024-09-12T21:21:00
FL00800,RE140,AC1003,RegionalCo,DEN,SFO,2024-09-11T03:00:00,2024-09-11T06:32:00
